Customer Name,Contact,Loan Number,Total Loan Amount,Current Balance,Current Escrow Balance,Prev Tax,Prev Insurance,Forecasted Tax,Forecasted Insurance,Last Tax Paid Date,Last Insurance Paid Date,Next Tax Pay Date,Next Insurance Pay Date,Forecasted Escrow Surplus,Forecasted Escrow Shortage,Last Interaction Date,Last Interaction Type,Last Interaction Summary,County,Property Address
James Lee,001-965-221-5681x82096,48939164,811525.68,543681.1,2609.94,5315.44,1277.38,5546.78,1308.24,2025-05-24,2025-05-30,2026-05-24,2026-05-30,0.0,5387.58,2025-10-23,Call,Requested payment schedule clarification,Travis,"71133 Kayla Estates, Austin, TX 78759"
Kelly Mack,325.445.9606x339,86088145,511137.49,352381.93,2474.93,3725.61,2216.72,3844.9,2247.49,2025-02-27,2025-06-22,2026-02-27,2026-06-22,0.0,4632.86,2025-09-18,Email,Requested payment schedule clarification,Travis,"02481 Davis Island Apt. 421, Austin, TX 78701"
Benjamin Page,847.847.2197x054,93172511,191934.0,111154.7,2260.26,7312.07,1818.91,7902.33,1840.15,2025-05-26,2025-05-04,2026-05-26,2026-05-04,0.0,9105.97,2025-09-08,Chat,Asked about escrow increase explanation,Harris,"5895 Miller Loop, Houston, TX 77008"
Wendy Williams,+1-503-880-2146x2961,72045979,894581.87,790498.34,2193.97,6736.64,1821.43,7420.51,1974.14,2024-12-23,2025-04-14,2025-12-23,2026-04-14,0.0,8766.45,2025-10-27,Email,Follow-up on prior escrow analysis letter,Dallas,"7787 Christopher Street, Mesquite, TX 75062"
James Brown,797-237-1470x82723,90675244,693140.1,430672.65,4174.29,5657.68,1190.68,6023.68,1214.22,2024-12-13,2025-01-05,2025-12-13,2026-01-05,0.0,4269.93,2025-08-20,Email,Follow-up on prior escrow analysis letter,Harris,"56730 Miranda Trace Suite 442, Pasadena, TX 77008"
Brad Russo,568.734.2016x542,66250794,769885.64,579535.66,2241.96,7057.24,1819.68,7826.46,1924.91,2025-01-06,2025-03-16,2026-01-06,2026-03-16,0.0,9134.64,2025-10-17,Call,Asked about escrow increase explanation,Harris,"8265 Morrow Points Apt. 199, Pearland, TX 77095"
Dr. Natalie Doyle,902-372-7516x48072,14897064,554464.49,249841.76,7564.14,6053.52,1533.54,6464.32,1669.62,2025-03-26,2025-01-31,2026-03-26,2026-01-31,0.0,1925.46,2025-09-01,In-App Message,Requested payment schedule clarification,Travis,"368 Carolyn Forge, Austin, TX 78759"
Laura Smith,(804)748-1776x655,25217605,591786.06,485677.06,6330.77,6135.18,966.12,6393.16,1017.27,2025-03-01,2025-07-25,2026-03-01,2026-07-25,0.0,2314.73,2025-10-19,Email,Asked about escrow increase explanation,Travis,"6528 Amy Light, Austin, TX 78704"
Madison Park,311-910-9617,77560039,456485.03,248560.9,5964.04,6552.4,1782.58,6818.46,1801.56,2025-04-07,2024-12-25,2026-04-07,2025-12-25,0.0,4092.65,2025-09-01,Email,Inquired about property tax adjustment,Tarrant,"463 Kimberly Plaza, Grapevine, TX 76011"
Tiffany Bell,566.205.3844x446,65640853,266083.94,206424.72,2775.43,6847.4,1520.05,7278.16,1572.95,2025-04-27,2025-02-12,2026-04-27,2026-02-12,0.0,7550.87,2025-10-06,In-App Message,Requested payment schedule clarification,Travis,"02589 Rogers Ports, Austin, TX 78701"
Cheryl Newman,4968262658,41000202,427659.73,311103.5,2776.44,4379.94,1385.41,4789.44,1491.01,2025-02-20,2025-06-13,2026-02-20,2026-06-13,0.0,4550.75,2025-08-29,Call,Requested payment schedule clarification,Travis,"281 Cameron Road, Austin, TX 78702"
Christina Davis,(409)520-9819x60275,97580116,310843.61,202135.52,3369.06,5477.59,1985.0,5990.35,2033.57,2024-12-13,2025-01-05,2025-12-13,2026-01-05,0.0,5992.18,2025-10-13,Call,Asked about escrow increase explanation,Travis,"3836 Hopkins Harbor, Austin, TX 78701"
William Camacho,379-311-2442,76336447,476533.08,229708.11,2552.39,3360.18,864.18,3577.21,949.39,2025-03-12,2025-07-15,2026-03-12,2026-07-15,0.0,2728.64,2025-11-10,Chat,Follow-up on prior escrow analysis letter,Dallas,"61706 Tommy Road Apt. 366, Mesquite, TX 75062"
Christopher Evans,(299)401-5579,80027905,520776.28,237138.19,6953.97,7188.41,1680.86,7530.05,1816.26,2025-01-03,2025-02-04,2026-01-03,2026-02-04,0.0,3950.06,2025-08-22,Email,Follow-up on prior escrow analysis letter,Collin,"39080 Javier Lakes Apt. 305, Frisco, TX 75070"
Teresa Adams,431.558.4776x8634,47726289,329442.47,148296.43,2102.11,7485.68,2125.44,7948.16,2222.28,2025-07-10,2024-12-22,2026-07-10,2025-12-22,0.0,9763.4,2025-10-11,Email,Follow-up on prior escrow analysis letter,Dallas,"99423 Hamilton Mission Suite 945, Dallas, TX 75219"
Curtis Gomez,+1-817-220-8496x4985,25388056,562194.49,457103.11,4913.8,5623.2,1390.71,6204.62,1432.94,2025-04-04,2025-01-06,2026-04-04,2026-01-06,0.0,3996.69,2025-10-28,Email,Verified insurance premium update,Collin,"6253 Jason Landing, Plano, TX 75013"
Adam Barker,001-553-579-5381x649,23813714,281276.09,197770.58,4910.41,5264.26,1377.94,5477.62,1455.37,2024-11-30,2025-05-21,2025-11-30,2026-05-21,0.0,3178.08,2025-10-01,Chat,Follow-up on prior escrow analysis letter,Travis,"919 Fleming Mews Suite 533, Austin, TX 78704"
Donald Wilson,229.959.6390x409,48166934,874541.59,639800.9,6389.77,6408.63,2434.11,6865.54,2559.38,2025-05-12,2024-12-17,2026-05-12,2025-12-17,0.0,4605.97,2025-11-02,Call,Verified insurance premium update,Harris,"0880 Newman Cliff, Pasadena, TX 77584"
Miranda Hill,001-756-318-5790x64771,13930993,437004.93,368975.5,2542.68,6155.29,2160.27,6568.42,2250.52,2025-08-19,2025-04-03,2026-08-19,2026-04-03,0.0,7746.08,2025-11-01,Call,Inquired about property tax adjustment,Collin,"02156 George Field, Allen, TX 75013"
Wanda Villa,8406104145,32862463,449197.98,370316.15,3393.95,5495.48,1103.43,5815.58,1136.17,2025-06-25,2025-04-20,2026-06-25,2026-04-20,0.0,4716.43,2025-10-14,Chat,Requested payment schedule clarification,Dallas,"712 Atkins Terrace, Garland, TX 75201"
Bryan Rose,001-677-345-7314,57380159,299749.9,245109.85,7109.2,3930.5,1144.7,4136.74,1219.88,2025-07-29,2025-02-02,2026-07-29,2026-02-02,859.81,0.0,2025-09-28,Email,Asked about escrow increase explanation,Dallas,"311 Brown Bridge, Mesquite, TX 75040"
Chelsea Garcia,398.485.4728,39364802,866834.76,603605.16,1046.37,6856.9,2428.59,7585.93,2534.01,2025-07-20,2024-12-20,2026-07-20,2025-12-20,0.0,10760.23,2025-08-28,Chat,Verified insurance premium update,Collin,"7983 Lopez Harbors Suite 249, Plano, TX 75070"
Brian Rodriguez,6723407875,83860588,287153.9,238949.71,4577.94,4790.46,2075.29,4989.47,2194.24,2025-05-01,2025-02-24,2026-05-01,2026-02-24,0.0,3803.06,2025-09-18,In-App Message,Verified insurance premium update,Harris,"6326 Romero Center, Pasadena, TX 77584"
Matthew Dennis,(234)536-2948x97861,24909280,445287.69,353188.54,2223.6,7394.28,1987.02,7922.28,2130.14,2025-02-06,2025-07-09,2026-02-06,2026-07-09,0.0,9504.22,2025-10-20,Call,Requested payment schedule clarification,Harris,"00943 Amanda Harbor, Houston, TX 77077"
Jenna Garcia,001-947-632-3549x4012,42026965,421201.74,371045.46,2310.07,4182.82,1257.99,4669.15,1309.41,2025-07-27,2025-05-14,2026-07-27,2026-05-14,0.0,4664.92,2025-09-24,Email,Verified insurance premium update,Travis,"1225 Thomas Bridge, Austin, TX 78704"
Christopher Baker,520-995-7907,24681540,675534.47,429744.51,6980.28,4258.33,1105.81,4436.34,1174.18,2024-12-17,2024-12-19,2025-12-17,2025-12-19,434.67,0.0,2025-09-12,Email,Asked about escrow increase explanation,Travis,"94388 Kari Trail, Austin, TX 78745"
Gabriela Henry,(984)374-5705x458,46230390,474164.06,303674.43,2020.91,7316.17,1054.23,8066.15,1081.53,2025-08-08,2025-04-27,2026-08-08,2026-04-27,0.0,8651.38,2025-09-17,In-App Message,Requested payment schedule clarification,Tarrant,"63257 John Streets, Fort Worth, TX 76011"
Brandon Knapp,(614)687-8245x5696,35578230,738999.7,443412.45,4934.97,5555.26,1477.28,6067.17,1500.03,2025-06-19,2025-03-25,2026-06-19,2026-03-25,0.0,3893.43,2025-09-11,Chat,Verified insurance premium update,Harris,"859 Ryan Motorway, Pearland, TX 77077"
Adam Ho,(972)684-9824,18672678,400992.4,252818.09,4922.45,7193.3,1238.12,7421.94,1264.01,2024-11-30,2025-02-16,2025-11-30,2026-02-16,0.0,5211.16,2025-08-27,Email,Follow-up on prior escrow analysis letter,Collin,"70349 Brian Inlet Apt. 650, McKinney, TX 75070"
Douglas Trevino,+1-782-514-2369x14307,95502685,884529.85,523910.89,3275.63,5297.0,2117.07,5668.97,2153.18,2025-02-16,2025-01-02,2026-02-16,2026-01-02,0.0,5850.21,2025-09-23,Chat,Verified insurance premium update,Harris,"6144 Thompson Mews Suite 923, Pearland, TX 77008"
Elizabeth Miller,001-978-726-6128,77620927,755787.86,467601.53,5418.91,5572.37,2243.13,5775.32,2298.27,2025-07-07,2025-03-08,2026-07-07,2026-03-08,0.0,4000.28,2025-10-29,Email,Inquired about property tax adjustment,Dallas,"5676 Murray Points Apt. 612, Irving, TX 75040"
Jose Martinez,+1-994-206-2607,21362751,682825.11,513957.33,3768.19,6994.61,2127.66,7795.42,2292.15,2025-03-19,2024-12-04,2026-03-19,2025-12-04,0.0,8000.64,2025-08-25,In-App Message,Verified insurance premium update,Tarrant,"1591 Cunningham Spurs, Grapevine, TX 76109"
Megan Stevenson,6386287232,10865811,167325.82,136184.18,5634.16,7231.97,1991.18,7501.04,2041.0,2025-05-13,2024-11-20,2026-05-13,2025-11-20,0.0,5498.22,2025-11-02,Call,Asked about escrow increase explanation,Dallas,"311 Eric Crest Apt. 331, Irving, TX 75150"
Jeanette Howe,267-423-8497x9162,29016797,190369.08,159047.06,4667.88,7482.06,976.68,8122.74,993.86,2025-06-27,2025-05-21,2026-06-27,2026-05-21,0.0,5968.15,2025-09-18,In-App Message,Inquired about property tax adjustment,Collin,"88377 Roberts Courts, McKinney, TX 75035"
Jeanne Wolfe,876-262-0471,87918501,363131.46,277156.58,1918.94,6773.33,848.57,7381.03,922.76,2025-05-24,2025-05-25,2026-05-24,2026-05-25,0.0,7768.81,2025-09-03,Chat,Verified insurance premium update,Dallas,"97052 Khan Mount Suite 025, Irving, TX 75040"
Michael Myers,622-859-5724,19155005,483633.7,452086.82,5883.36,3796.66,1815.89,4126.19,1937.97,2024-12-07,2024-11-28,2025-12-07,2025-11-28,0.0,1191.49,2025-08-16,In-App Message,Follow-up on prior escrow analysis letter,Travis,"7929 Anderson Islands Suite 996, Austin, TX 78759"
Caitlin Davis,877-353-3126,18311653,511238.76,288115.87,1626.88,4385.41,1500.75,4578.43,1517.18,2025-07-16,2025-06-21,2026-07-16,2026-06-21,0.0,5484.67,2025-10-07,Email,Inquired about property tax adjustment,Harris,"01759 Sandra Islands Apt. 762, Pasadena, TX 77077"
David Kim,433-226-8319x0130,58259460,156237.83,142339.57,7628.7,5146.8,815.53,5500.59,845.19,2025-05-13,2025-05-24,2026-05-13,2026-05-24,225.29,0.0,2025-09-17,Email,Asked about escrow increase explanation,Tarrant,"815 Faith Stream Suite 339, Arlington, TX 76011"
Steven Castaneda,676-361-9128,25827960,458801.9,335052.56,3763.26,3734.71,2053.1,3977.75,2143.54,2025-01-11,2025-03-02,2026-01-11,2026-03-02,0.0,3378.25,2025-08-21,Chat,Asked about escrow increase explanation,Harris,"09850 Lori Highway Suite 651, Pasadena, TX 77024"
Dana Holmes,+1-284-769-0819x740,66560115,723403.72,654663.87,6653.02,6080.88,1283.95,6669.89,1390.25,2025-06-17,2025-07-05,2026-06-17,2026-07-05,0.0,2750.48,2025-10-21,In-App Message,Requested payment schedule clarification,Travis,"50238 Glass Shore Apt. 371, Austin, TX 78759"
Rhonda Reed,269-391-8724,14778162,367196.47,282170.79,5324.11,4224.6,1858.68,4422.74,1880.51,2025-09-07,2025-09-10,2026-09-07,2026-09-10,0.0,2029.68,2025-10-31,Call,Follow-up on prior escrow analysis letter,Collin,"356 Turner Vista Apt. 000, Frisco, TX 75024"
Lee Gray,+1-308-770-6626x68217,57216333,361585.9,185319.86,4068.92,3036.92,953.33,3132.05,981.5,2025-04-20,2025-08-28,2026-04-20,2026-08-28,0.0,730.22,2025-10-26,In-App Message,Inquired about property tax adjustment,Collin,"6033 Brianna Forks, Frisco, TX 75013"
Rebecca Bradley,2307102724,56931572,672701.1,313390.29,1561.56,6377.56,1048.35,6721.85,1095.86,2025-02-16,2025-06-10,2026-02-16,2026-06-10,0.0,7559.1,2025-09-02,In-App Message,Requested payment schedule clarification,Travis,"2967 Diane Club, Austin, TX 78745"
Nicholas Kelly DVM,774.358.4384,17247426,436183.06,199033.71,7822.19,6216.07,1454.16,6948.0,1501.05,2024-12-28,2025-04-04,2025-12-28,2026-04-04,0.0,2035.03,2025-10-23,Call,Requested payment schedule clarification,Dallas,"9741 Rhonda Ville Apt. 483, Garland, TX 75150"
Brenda Spence,001-377-210-7044x964,47459158,649505.91,359971.48,3723.86,7325.46,2391.57,7649.79,2572.23,2025-07-25,2025-03-09,2026-07-25,2026-03-09,0.0,8201.83,2025-08-17,Call,Inquired about property tax adjustment,Travis,"0667 Jeffrey Light Apt. 680, Austin, TX 78759"
Hannah Johnson,+1-854-693-0596x601,81774457,420319.99,200090.71,5666.86,7379.73,1201.14,7889.48,1214.78,2025-08-03,2025-02-25,2026-08-03,2026-02-25,0.0,4954.78,2025-08-22,Chat,Follow-up on prior escrow analysis letter,Travis,"9984 Susan Mountain Apt. 204, Austin, TX 78702"
Dr. Elizabeth Duncan MD,954-949-0149x542,12317495,156697.39,73803.95,6484.33,5138.72,1813.56,5464.65,1846.3,2025-03-12,2024-12-05,2026-03-12,2025-12-05,0.0,2045.11,2025-09-25,Email,Verified insurance premium update,Collin,"70578 Ricky Prairie Apt. 498, McKinney, TX 75024"
Ralph Hill,723.222.9031x0287,84277127,195039.25,122437.61,2077.43,5413.59,982.57,5813.69,1020.41,2024-12-23,2024-12-11,2025-12-23,2025-12-11,0.0,5895.69,2025-10-02,Chat,Verified insurance premium update,Collin,"44058 Caroline Keys, Allen, TX 75070"
Jorge Young,795-961-6420x59556,49468472,433326.7,351947.76,2754.87,3177.7,2001.26,3432.91,2119.03,2025-03-12,2025-05-28,2026-03-12,2026-05-28,0.0,3722.39,2025-10-22,In-App Message,Requested payment schedule clarification,Dallas,"50429 Daniel Forest, Dallas, TX 75040"
Katie Perkins,(836)390-2611x398,80834264,392760.66,268725.81,7073.63,5694.06,2262.95,5947.05,2393.75,2025-06-22,2025-03-04,2026-06-22,2026-03-04,0.0,2657.3,2025-11-10,In-App Message,Inquired about property tax adjustment,Harris,"788 Stewart Fields, Houston, TX 77077"
David Saunders,(337)751-3765x158,97688458,490559.23,411068.5,4541.7,6301.46,2300.99,6841.97,2399.4,2025-07-30,2025-06-26,2026-07-30,2026-06-26,0.0,6239.9,2025-10-17,Email,Inquired about property tax adjustment,Tarrant,"376 Ashley Views Apt. 836, Grapevine, TX 76109"
David Mitchell,311-866-8297x32702,45349744,543052.33,379471.16,4860.27,5758.68,1348.42,6263.61,1375.31,2025-04-10,2025-04-24,2026-04-10,2026-04-24,0.0,4051.8,2025-09-17,Call,Asked about escrow increase explanation,Collin,"120 Johnson Expressway Apt. 288, McKinney, TX 75024"
Michael Allen,915-859-9910x1576,48827999,173455.32,87339.54,2341.32,3143.18,1890.98,3347.4,1993.27,2025-04-30,2025-01-18,2026-04-30,2026-01-18,0.0,3889.46,2025-10-02,Chat,Asked about escrow increase explanation,Dallas,"229 Edwin Avenue Suite 765, Irving, TX 75150"
Diana Mejia,847.650.9889,53325492,688383.9,314276.89,7447.25,5950.87,2378.29,6575.04,2502.26,2025-01-14,2024-12-27,2026-01-14,2025-12-27,0.0,3142.93,2025-09-10,Call,Inquired about property tax adjustment,Tarrant,"2203 Stone Ports Suite 154, Fort Worth, TX 76011"
Jeffrey Mcclure,249-513-4213x8820,10894575,766519.89,649338.0,1408.1,5776.2,1699.34,6331.22,1843.96,2025-05-02,2025-04-27,2026-05-02,2026-04-27,0.0,8129.61,2025-09-30,Call,Requested payment schedule clarification,Harris,"53496 Meyer Village Suite 411, Pearland, TX 77095"
Sean Kaiser,001-315-713-1528x5478,15148168,693878.95,496699.73,2326.22,5367.86,1222.9,5830.99,1254.82,2025-05-12,2025-01-08,2026-05-12,2026-01-08,0.0,5940.56,2025-09-30,In-App Message,Asked about escrow increase explanation,Harris,"85380 John Radial Suite 334, Houston, TX 77007"
Morgan Campbell,518.430.6178,15209356,676912.81,449157.03,1728.72,6566.08,1734.94,7061.31,1854.96,2025-07-28,2025-05-18,2026-07-28,2026-05-18,0.0,8673.6,2025-09-30,In-App Message,Inquired about property tax adjustment,Harris,"496 Dana Orchard Apt. 434, Pasadena, TX 77584"
Jenna Howard,941.731.4675x3612,98665957,783640.51,514202.68,5432.69,6717.7,1349.87,7064.77,1429.66,2025-03-03,2025-02-23,2026-03-03,2026-02-23,0.0,4477.48,2025-10-02,In-App Message,Follow-up on prior escrow analysis letter,Tarrant,"6277 Mcdaniel Burgs, Grapevine, TX 76109"
Samuel Ortiz,+1-654-256-6766,46012929,485624.84,314949.7,6084.19,7423.3,1812.8,7991.81,1993.01,2025-07-07,2025-07-06,2026-07-07,2026-07-06,0.0,5564.77,2025-09-15,Chat,Asked about escrow increase explanation,Tarrant,"350 West Forges Apt. 831, Arlington, TX 76010"
Joshua Clements,5617558108,81869924,791790.32,364897.11,6753.58,6103.74,1269.13,6591.0,1345.37,2025-06-13,2025-08-22,2026-06-13,2026-08-22,0.0,2505.52,2025-09-07,Email,Asked about escrow increase explanation,Tarrant,"86342 Rivera Forge, Fort Worth, TX 76107"
Amanda Smith,318.867.0244x03304,97949650,267080.33,155572.71,7227.38,4124.36,1235.61,4359.56,1311.41,2025-01-25,2025-07-04,2026-01-25,2026-07-04,611.25,0.0,2025-11-05,Email,Asked about escrow increase explanation,Collin,"41118 Smith Summit Apt. 196, McKinney, TX 75025"
Franklin Hunt,8446731497,67651154,516207.3,464334.69,5919.94,6687.82,962.12,7275.03,974.98,2025-08-20,2025-04-12,2026-08-20,2026-04-12,0.0,3705.07,2025-09-19,In-App Message,Asked about escrow increase explanation,Tarrant,"68474 Patrick Parks, Arlington, TX 76107"
Michelle Chavez,001-606-737-5791,29296651,809844.38,540289.46,7511.72,3542.43,2109.66,3887.08,2292.05,2025-07-08,2025-05-13,2026-07-08,2026-05-13,302.73,0.0,2025-10-03,Call,Verified insurance premium update,Collin,"82379 Christopher Lodge, Allen, TX 75025"
Lacey Hall,001-574-964-5205x99604,83227680,180886.69,130232.06,2047.06,5260.81,1175.36,5442.55,1264.5,2025-01-12,2025-05-31,2026-01-12,2026-05-31,0.0,5777.83,2025-10-25,In-App Message,Verified insurance premium update,Collin,"3577 Samantha Manors Apt. 620, Allen, TX 75035"
Craig Kane,806-872-8728,11242658,316564.22,188321.37,3760.26,3594.85,940.33,3887.58,953.91,2025-07-07,2025-08-15,2026-07-07,2026-08-15,0.0,1888.14,2025-09-19,In-App Message,Inquired about property tax adjustment,Harris,"64485 Elliott Expressway Apt. 483, Pearland, TX 77007"
Danielle Ford,522-587-0562x27104,22596044,475868.33,380187.99,6334.23,5164.15,1136.78,5502.81,1206.6,2025-02-25,2025-03-01,2026-02-25,2026-03-01,0.0,1493.41,2025-11-01,Email,Requested payment schedule clarification,Collin,"1097 Carl Roads Apt. 503, McKinney, TX 75035"
Jessica Daniel,(696)448-8319x213,45290889,392558.73,358040.66,1627.16,6022.86,1520.02,6392.35,1579.1,2025-07-08,2025-07-28,2026-07-08,2026-07-28,0.0,7672.87,2025-11-10,Call,Inquired about property tax adjustment,Collin,"89659 Levy Street, Allen, TX 75034"
Christopher Logan,319.222.2705,28384463,766188.04,652330.97,5362.28,4982.09,2371.16,5236.25,2541.13,2025-03-12,2025-06-01,2026-03-12,2026-06-01,0.0,3711.33,2025-09-13,Email,Asked about escrow increase explanation,Dallas,"7548 John Lock Suite 675, Garland, TX 75062"
Sophia Wilkinson,(842)768-7741,33892421,861705.69,787051.69,7081.27,6690.6,823.35,7309.09,839.83,2025-08-28,2024-11-15,2026-08-28,2025-11-15,0.0,2425.8,2025-09-02,In-App Message,Verified insurance premium update,Collin,"7563 Patrick Fall, Plano, TX 75024"
Joseph Smith,251-654-8094x0476,46798988,705009.74,391941.46,4824.97,6376.6,1732.96,6925.46,1905.06,2025-08-29,2025-07-20,2026-08-29,2026-07-20,0.0,5477.3,2025-10-25,Call,Verified insurance premium update,Collin,"079 Henry Mountains, Allen, TX 75024"
Ashley Wood,+1-622-521-6107x051,97926734,341592.26,163983.08,2404.87,6134.37,1261.18,6575.1,1381.08,2025-04-21,2025-07-28,2026-04-21,2026-07-28,0.0,6877.34,2025-10-18,Call,Verified insurance premium update,Harris,"5295 Shelia Lodge, Pearland, TX 77002"
Corey Juarez,(841)427-0493,95268483,420164.36,211740.03,3047.47,6975.31,1457.09,7799.66,1538.35,2025-08-08,2024-12-14,2026-08-08,2025-12-14,0.0,7846.88,2025-10-07,Call,Inquired about property tax adjustment,Tarrant,"4851 Owens Villages, Grapevine, TX 76051"
Anita Hardin,(712)959-0203,20908536,299156.4,279231.29,4924.81,6206.11,867.58,6907.43,900.07,2025-02-27,2025-01-04,2026-02-27,2026-01-04,0.0,4183.94,2025-10-07,In-App Message,Verified insurance premium update,Travis,"3240 Mccarthy Fall, Austin, TX 78702"
Darrell Lopez,724.747.4175,96144415,663233.52,416304.43,3116.28,7481.97,2463.6,7892.2,2501.99,2025-01-30,2025-03-23,2026-01-30,2026-03-23,0.0,9010.27,2025-10-20,Chat,Verified insurance premium update,Dallas,"209 Moore Port Apt. 654, Dallas, TX 75219"
Kristen Paul,918-434-3740x182,72712813,263781.14,237030.48,5598.52,3395.08,1449.75,3790.45,1544.16,2025-05-14,2025-03-20,2026-05-14,2026-03-20,0.0,625.19,2025-09-15,Email,Verified insurance premium update,Collin,"9690 Haynes Roads Suite 026, Allen, TX 75024"
Ariel Gentry,927-582-0797x9966,43900011,877902.88,794385.96,3304.99,5440.05,1151.49,5671.1,1219.11,2025-04-25,2025-09-07,2026-04-25,2026-09-07,0.0,4733.59,2025-09-09,Email,Requested payment schedule clarification,Dallas,"576 Williams Wells Apt. 816, Irving, TX 75039"
Jennifer Johnson,724.998.3922x50142,63149397,823982.38,745523.9,4010.45,7090.51,2109.08,7722.0,2237.39,2025-02-10,2025-01-28,2026-02-10,2026-01-28,0.0,7608.84,2025-09-25,Email,Inquired about property tax adjustment,Tarrant,"0232 Parker Ferry, Grapevine, TX 76051"
